Subnet|NE|ProductType|NEMI_SW_Version|ModuleName|ModuleType|OrderInfo|Channel|Protection|Name|Clock|InstalledAt|HWRevision|FWRevision|SWRevision|SerialNumber|Assignment|ServiceName|CustomField|CustomSubnetField|Location|Rack|Shelf|ShelfHWRevision|ShelfSerialNumber|ShelfModuleName|ShelfModuleType|ShelfName|ShelfInstalledAt|ShelfAssignment|ShelfOrderInfo|AdminState|OperState|SecondaryState|UserText|UserDescr|IdentificationKey|IdentificationValue|ProvisionedModuleType|EquippedModuleType|SI2_ShelfIndex|SI3_SlotIndex|SI4_SubSlotIndex|Alias|NELocation|CountryOfOrigin|VendorCode|CLEI_Code|UniqueSerialIdentifier
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-3|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.1|N/A|FA70141602708|Free||||2-3|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSFM|OSFM+#1510|2|3||||DE|||LBADVA70141602708
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-4|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.1|N/A|FA70130502238|Free||||2-4|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSFM|OSFM+#1510|2|4||||DE|||LBADVA70130502238
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-5|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.1|N/A|FA70143809148|Free||||2-5|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSFM|OSFM+#1510|2|5||||DE|||LBADVA70143809148
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-6|4ROADM-C96/0/OPM|1063708327-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|225.2.0|N/A|FA72182202599|Free||||2-6|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|2|6||||RO|||LBADVA72182202599
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-8|4-OPCM|1063708882||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.0|N/A|FA70204200084|Free||||2-8|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4-OPCM|4-OPCM|2|8||||DE|||LBADVA70204200084
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-9|4-OPCM|1063708882||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.0|N/A|FA70143901286|Free||||2-9|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4-OPCM|4-OPCM|2|9||||DE|||LBADVA70143901286
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-10|9TCE-PCN-10GU+AES10G-F (OTU2E)|N/A|19530 (D07)/19590 (D02)|Unprotected||OTU2E|2025-05-28 12:58:35 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service, Service 2 of Unassigned_Service,DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service, 9TCE-PCN-NFC_Service|||2-10|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Unequipped|||IP Address|10.12.17.223|9TCE-PCN-10GU+AES10G-F|N/A|2|10||||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-14|2PM|N/A||N/A||N/A|2025-05-28 12:58:35 CEST|N/A|N/A|N/A|N/A|Free||||2-14|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Unequipped|||IP Address|10.12.17.223|2PM|N/A|2|14||||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-18|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:35 CEST|2.01|152.0.1|N/A|FA70133505194|Free||||2-18|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSFM|OSFM+#1510|2|18||||DE|||LBADVA70133505194
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-19|PSU/7HU-AC-800|1040700006-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.02|151.0.2|N/A|FA93173001807|Free||||2-19|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Abnormal|N/A|||IP Address|10.12.17.223|PSU/7HU-AC|PSU/7HU-AC-800|2|19||||CN|||LBADVA93173001807
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-B|SCU-II|1063708423-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|215.3.2|N/A|FA72174101738|Free||||2-B|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SCU-II|SCU-II|2|B||||RO|||LBADVA72174101738
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-10-C1|SFP|N/A|G1310|N/A||F10312|2025-05-28 12:58:36 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service|||2-10|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.223|SFP/x/G|N/A|2|10|1|||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-10-C3|SFP|N/A|G1310|N/A||F10312|2025-05-28 12:58:36 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service|||2-10|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.223|SFP/x/G|N/A|2|10|3|||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-10-N1|SFP|N/A|19530 (D07)|N/A||OTU2E|2025-05-28 12:58:36 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service, Service 2 of Unassigned_Service|||2-10|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.223|SFP/xT/D|N/A|2|10|1|||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-10-N3|SFP|N/A|19590 (D02)|N/A||OTU2E|2025-05-28 12:58:36 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service, 9TCE-PCN-NFC_Service|||2-10|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.223|SFP/xT/D|N/A|2|10|3|||AA|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-B-D|SFP/2G5U/1310S/SM/LC|0061705805-02|G1310|N/A||-|2025-05-28 12:58:36 CEST|2.01|N/A|N/A|FA70134001149|Free||||2-B|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/G|SFP/2G5U/1310S/SM/LC|2|B|1|||DE|||LBADVA70134001149
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-2-B-U|SFP/2G5U/1310S/SM/LC|0061705805-02|G1310|N/A||-|2025-05-28 12:58:36 CEST|2.01|N/A|N/A|FA70193902502|Free||||2-B|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/G|SFP/2G5U/1310S/SM/LC|2|B|1|||DE|||LBADVA70193902502
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01||||||IP Address|10.12.17.223|||3|||||CN|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-3-1|F8/FTM-4|1042800054-01||N/A||N/A|2025-05-28 12:58:36 CEST|1.01|N/A|N/A|LBADVA71192003124|Free||||3-33|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|FTM-4|F8/FTM-4|3|33||||CN|||LBADVA71192003124
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-3-2|F8/FTM-4|1042800054-01||N/A||N/A|2025-05-28 12:58:36 CEST|1.01|N/A|N/A|LBADVA71193808838|Free||||3-34|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|FTM-4|F8/FTM-4|3|34||||CN|||LBADVA71193808838
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FCU-3|CEM-4|1063801054-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|60.15.2|N/A|LBADVA71193400606|Free||||3-31|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|CEM-4|CEM-4|3|31||||CN|||LBADVA71193400606
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-3-21|ECM-2|1063801012-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|60.15.2|N/A|LBADVA71193601175|Free||||3-21|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|ECM-2|ECM-2|3|21||||CN|||LBADVA71193601175
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-3-PSU1|PSM-AC5|1040800065-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|N/A|N/A|LBADVA93191400935|Free||||3-35|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|PSM-AC5|PSM-AC5|3|35||||CN|||LBADVA93191400935
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-3-PSU3|PSM-AC5|1040800065-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|N/A|N/A|LBADVA93191400988|Free||||3-37|0|SHELF-3|1.01|LBADVA71181801944|SHELF-3|SH4R|SH4R|2025-05-28 12:58:35 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.223|PSM-AC5|PSM-AC5|3|37||||CN|||LBADVA93191400988
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121||||||IP Address|10.12.17.223|||4|||||CN|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-4-1|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71142501093|Free||||4-31|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|4|31||||CN|||LBADVA71142501093
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-4-2|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71142501087|Free||||4-32|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|4|32||||CN|||LBADVA71142501087
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-4-3|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71142501085|Free||||4-33|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|4|33||||CN|||LBADVA71142501085
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FCU-4|CEM/9HU|1063708416||N/A||N/A|2025-05-28 12:58:35 CEST|2.00|215.0.1|N/A|FA71142700306|Free||||4-FCU-4|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|CEM/9HU|CEM/9HU|4|FCU-4||||CN|||LBADVA71142700306
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-4-1|PSU/7HU-AC|0040700002||N/A||N/A|2025-05-28 12:58:35 CEST|2.03|151.0.2|N/A|FA70122106068|Free||||4-1|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|PSU/7HU-AC|PSU/7HU-AC|4|1||||DE|||LBADVA70122106068
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-4-B|SCU-II|1063708423-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|215.3.2|N/A|FA72174102015|Free||||4-B|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SCU-II|SCU-II|4|B||||RO|||LBADVA72174102015
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-4-B-U|SFP/2G5U/1310S/SM/LC|0061705805-02|G1310|N/A||-|2025-05-28 12:58:36 CEST|2.01|N/A|N/A|FA70143700817|Free||||4-B|0|SHELF-4|2.01|FA71142700015|SHELF-4|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Free|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/G|SFP/2G5U/1310S/SM/LC|4|B|1|||DE|||LBADVA70143700817
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-FCU-I1|96CSM/4HU-#19600-#19125|1078708798-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|N/A|N/A|FA70164602184|Free||||101-1|0|PSH-1-FCU-I1|1.01|FA70164602184|PSH-1-FCU-I1|96CSM/4HU-#D|96CSM/4HU-#19600-#19125|2025-05-28 12:58:32 CEST|Free|1078708798-01|In Service|Normal|N/A|||IP Address|10.12.17.224|96CSM/4HU-#D|96CSM/4HU-#19600-#19125|101|1||||DE|||LBADVA70164602184
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121||||||IP Address|10.12.17.224|||1|||||CN|||
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|FAN-1-1|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:32 CEST|2.00|N/A|N/A|FA71180950273|Free||||1-31|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|FAN/9HU|FAN/9HU|1|31||||CN|||LBADVA71180950273
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|FAN-1-2|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:32 CEST|2.00|N/A|N/A|FA71180950202|Free||||1-32|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|FAN/9HU|FAN/9HU|1|32||||CN|||LBADVA71180950202
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|FAN-1-3|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:32 CEST|2.00|N/A|N/A|FA71180950226|Free||||1-33|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|FAN/9HU|FAN/9HU|1|33||||CN|||LBADVA71180950226
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|FCU-1|CEM/9HU|1063708416||N/A||N/A|2025-05-28 12:58:32 CEST|2.00|215.0.1|N/A|FA71162605320|Free||||1-FCU-1|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|CEM/9HU|CEM/9HU|1|FCU-1||||CN|||LBADVA71162605320
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-1|PSU/9HU-AC|1040700042-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.02|215.1.0|N/A|FA26171100021|Free||||1-1|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|PSU/9HU-AC|PSU/9HU-AC|1|1||||DE|||LBADVA26171100021
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-3|OSCM-PN|1063708463-03||N/A||N/A|2025-05-28 12:58:32 CEST|3.01|215.0.10|N/A|FA72164600179|Free||||1-3|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|OSCM-PN|OSCM-PN|1|3||||RO|||LBADVA72164600179
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-4|OSCM-PN|1063708463-03||N/A||N/A|2025-05-28 12:58:32 CEST|3.01|215.0.10|N/A|FA72180700164|Free||||1-4|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|OSCM-PN|OSCM-PN|1|4||||RO|||LBADVA72180700164
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-5|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73180520052|Free||||1-5|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|5||||CN|||LBADVA73180520052
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-6|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73180520008|Free||||1-6|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|6||||CN|||LBADVA73180520008
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-7|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73154200038|Free||||1-7|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|7||||CN|||LBADVA73154200038
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-8|4ROADM-C96/0/OPM|1063708327-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|225.2.0|N/A|FA72182301342|Free||||1-8|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|8||||RO|||LBADVA72182301342
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-10|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73180220013|Free||||1-10|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|10||||CN|||LBADVA73180220013
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-11|4ROADM-C96/0/OPM|1063708327-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|225.2.0|N/A|FA72182303315|Free||||1-11|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|11||||RO|||LBADVA72182303315
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-13|4ROADM-C96/0/OPM|1063708327-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|225.2.0|N/A|FA72182301346|Free||||1-13|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|13||||RO|||LBADVA72182301346
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-15|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73180220012|Free||||1-15|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|15||||CN|||LBADVA73180220012
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-16|4ROADM-C96/0/OPM|1063708327-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|225.2.0|N/A|FA72182302615|Free||||1-16|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|16||||RO|||LBADVA72182302615
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-18|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|235.3.2|N/A|FA73180520044|Free||||1-18|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|18||||CN|||LBADVA73180520044
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-19|PSU/7HU-AC-800|1040700006-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.02|151.0.2|N/A|FA93173001757|Free||||1-19|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Abnormal|N/A|||IP Address|10.12.17.224|PSU/7HU-AC|PSU/7HU-AC-800|1|19||||CN|||LBADVA93173001757
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-A|NCU-II|1063708412||N/A||N/A|2025-05-28 12:58:32 CEST|2.01|N/A|N/A|FA71165250667|Free||||1-A|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|NCU-II|NCU-II|1|A||||CN|||LBADVA71165250667
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|MOD-1-B|SCU-II|1063708423-01||N/A||N/A|2025-05-28 12:58:32 CEST|1.01|215.3.2|N/A|FA72143503286|Free||||1-B|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|SCU-II|SCU-II|1|B||||RO|||LBADVA72143503286
N220-N228|N224 (10.12.17.224)|FSP 3000R7|23.5.1|PL-1-3-NE|SFP/FE/C1510V/SM/LC|1061706193|C1510|N/A||-|2025-05-28 12:58:32 CEST|2.00|N/A|N/A|N/A|Free||||1-3|0|SHELF-1|2.01|FA71181050063|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:32 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.224|SFP/x/C|SFP/FE/C1510V/SM/LC|1|3|1|||AA|||
