Subnet|NE|ProductType|NEMI_SW_Version|ModuleName|ModuleType|OrderInfo|Channel|Protection|Name|Clock|InstalledAt|HWRevision|FWRevision|SWRevision|SerialNumber|Assignment|ServiceName|CustomField|CustomSubnetField|Location|Rack|Shelf|ShelfHWRevision|ShelfSerialNumber|ShelfModuleName|ShelfModuleType|ShelfName|ShelfInstalledAt|ShelfAssignment|ShelfOrderInfo|AdminState|OperState|SecondaryState|UserText|UserDescr|IdentificationKey|IdentificationValue|ProvisionedModuleType|EquippedModuleType|SI2_ShelfIndex|SI3_SlotIndex|SI4_SubSlotIndex|Alias|NELocation|CountryOfOrigin|VendorCode|CLEI_Code|UniqueSerialIdentifier
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FAN-2-2|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:34 CEST|2.00|N/A|N/A|FA71180452004|Free||||2-32|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|FAN/9HU|FAN/9HU|2|32||||CN|||LBADVA71180452004
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FAN-2-3|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:34 CEST|2.00|N/A|N/A|FA71180451995|Free||||2-33|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|FAN/9HU|FAN/9HU|2|33||||CN|||LBADVA71180451995
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FCU-2|CEM/9HU|1063708416||N/A||N/A|2025-05-28 12:58:34 CEST|2.00|215.0.1|N/A|FA71180550052|Free||||2-FCU-2|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|CEM/9HU|CEM/9HU|2|FCU-2||||CN|||LBADVA71180550052
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-1|PSU/9HU-AC|1040700042-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.02|215.1.0|N/A|FA26170200141|Free||||2-1|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Abnormal|N/A|||IP Address|10.12.17.222|PSU/9HU-AC|PSU/9HU-AC|2|1||||DE|||LBADVA26170200141
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-3|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:34 CEST|2.01|152.0.1|N/A|FA70181805005|Free||||2-3|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|OSFM|OSFM+#1510|2|3||||DE|||LBADVA70181805005
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-4|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:34 CEST|2.01|152.0.1|N/A|FA70165200672|Free||||2-4|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|OSFM|OSFM+#1510|2|4||||DE|||LBADVA70165200672
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-10|9TCE-PCN-10GU+AES10G-F (OTU2E)|N/A|19530 (D07)/19590 (D02)|Unprotected||OTU2E|2025-05-28 12:58:34 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service, Service 2 of Unassigned_Service,DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service, 9TCE-PCN-NFC_Service|||2-10|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Outage|Unequipped|||IP Address|10.12.17.222|9TCE-PCN-10GU+AES10G-F|N/A|2|10||||AA|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-17|4-OPCM|1063708882||N/A||N/A|2025-05-28 12:58:34 CEST|2.01|152.0.0|N/A|FA70204400531|Free||||2-17|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|4-OPCM|4-OPCM|2|17||||DE|||LBADVA70204400531
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-18|OSFM+#1510|1063708481|S1510|N/A||N/A|2025-05-28 12:58:34 CEST|2.01|152.0.1|N/A|FA70165200666|Free||||2-18|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|OSFM|OSFM+#1510|2|18||||DE|||LBADVA70165200666
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-19|PSU/7HU-AC-800|1040700006-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.02|151.0.2|N/A|FA93173001637|Free||||2-19|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|PSU/7HU-AC|PSU/7HU-AC-800|2|19||||CN|||LBADVA93173001637
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-2-B|SCU-II|1063708423-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|215.3.2|N/A|FA72193701429|Free||||2-B|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|SCU-II|SCU-II|2|B||||RO|||LBADVA72193701429
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|PL-2-10-C1|SFP|N/A|G1310|N/A||F10312|2025-05-28 12:58:34 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service|||2-10|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.222|SFP/x/G|N/A|2|10|1|||AA|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|PL-2-10-C3|SFP|N/A|G1310|N/A||F10312|2025-05-28 12:58:34 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service|||2-10|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.222|SFP/x/G|N/A|2|10|3|||AA|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|PL-2-10-N1|SFP|N/A|19530 (D07)|N/A||OTU2E|2025-05-28 12:58:34 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C1 --- N223/CH-2-10-C1_Service, Service 2 of Unassigned_Service|||2-10|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.222|SFP/xT/D|N/A|2|10|1|||AA|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|PL-2-10-N3|SFP|N/A|19590 (D02)|N/A||OTU2E|2025-05-28 12:58:34 CEST|N/A|N/A|N/A|N/A|Assigned|DS(ETH-10G-FSR): N222/CH-2-10-C3 --- N223/CH-2-10-C3_Service, 9TCE-PCN-NFC_Service|||2-10|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Outage|Supporting Entity Outage, Unequipped|||IP Address|10.12.17.222|SFP/xT/D|N/A|2|10|3|||AA|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|PL-2-B-U|SFP/2G5U/1310S/SM/LC|0061705805-02|G1310|N/A||-|2025-05-28 12:58:34 CEST|2.01|N/A|N/A|FA70141501688|Free||||2-B|0|SHELF-2|2.01|FA71180450739|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:34 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.222|SFP/x/G|SFP/2G5U/1310S/SM/LC|2|B|1|||DE|||LBADVA70141501688
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01||||||IP Address|10.12.17.222|||3|||||CN|||
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FAN-3-1|F8/FTM-4|1042800054-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|N/A|N/A|LBADVA71191804017|Free||||3-33|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.222|FTM-4|F8/FTM-4|3|33||||CN|||LBADVA71191804017
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FAN-3-2|F8/FTM-4|1042800054-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|N/A|N/A|LBADVA71193808911|Free||||3-34|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.222|FTM-4|F8/FTM-4|3|34||||CN|||LBADVA71193808911
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|FCU-3|CEM-4|1063801054-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|60.15.2|N/A|LBADVA71173301146|Free||||3-31|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.222|CEM-4|CEM-4|3|31||||CN|||LBADVA71173301146
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-3-21|ECM-2|1063801012-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|60.15.2|N/A|LBADVA71193601178|Free||||3-21|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.222|ECM-2|ECM-2|3|21||||CN|||LBADVA71193601178
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-3-PSU1|PSM-AC5|1040800065-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|N/A|N/A|LBADVA93191401137|Free||||3-35|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Normal|N/A|||IP Address|10.12.17.222|PSM-AC5|PSM-AC5|3|35||||CN|||LBADVA93191401137
N220-N228|N222 (10.12.17.222)|FSP 3000R7|23.5.1|MOD-3-PSU3|PSM-AC5|1040800065-01||N/A||N/A|2025-05-28 12:58:34 CEST|1.01|N/A|N/A|LBADVA93191401245|Free||||3-37|0|SHELF-3|1.01|LBADVA71173401474|SHELF-3|SH4R|SH4R|2025-05-28 12:58:34 CEST|Free|1078800051-01|In Service|Abnormal|N/A|||IP Address|10.12.17.222|PSM-AC5|PSM-AC5|3|37||||CN|||LBADVA93191401245
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-FCU-I1|96CSM/4HU-#19600-#19125|1078708798-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|N/A|N/A|FA72192800008|Free||||101-1|0|PSH-1-FCU-I1|1.01|FA72192800008|PSH-1-FCU-I1|96CSM/4HU-#D|96CSM/4HU-#19600-#19125|2025-05-28 12:58:35 CEST|Assigned|1078708798-01|In Service|Normal|N/A|||IP Address|10.12.17.223|96CSM/4HU-#D|96CSM/4HU-#19600-#19125|101|1||||RO|||LBADVA72192800008
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121||||||IP Address|10.12.17.223|||1|||||CN|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-1-1|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71180451810|Free||||1-31|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|1|31||||CN|||LBADVA71180451810
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-1-2|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71180451755|Free||||1-32|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|1|32||||CN|||LBADVA71180451755
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-1-3|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71180451832|Free||||1-33|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|1|33||||CN|||LBADVA71180451832
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FCU-1|CEM/9HU|1063708416||N/A||N/A|2025-05-28 12:58:35 CEST|2.00|215.0.1|N/A|FA71180550059|Free||||1-FCU-1|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|CEM/9HU|CEM/9HU|1|FCU-1||||CN|||LBADVA71180550059
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-1|PSU/9HU-AC|1040700042-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.02|215.1.0|N/A|FA26170200329|Free||||1-1|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|PSU/9HU-AC|PSU/9HU-AC|1|1||||DE|||LBADVA26170200329
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-3|OSCM-PN|1063708463-03||N/A||N/A|2025-05-28 12:58:35 CEST|3.01|215.0.10|N/A|FA72194000085|Free||||1-3|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSCM-PN|OSCM-PN|1|3||||RO|||LBADVA72194000085
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-4|OSCM-PN|1063708463-03||N/A||N/A|2025-05-28 12:58:35 CEST|3.01|215.0.10|N/A|FA72194000005|Free||||1-4|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|OSCM-PN|OSCM-PN|1|4||||RO|||LBADVA72194000005
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-5|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73220920463|Free||||1-5|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|5||||CN|||LBADVA73220920463
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-6|EDFA-C-D20-VLGC-DM|1063709052||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73221520179|Free||||1-6|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VLGC-DM|1|6||||CN|||LBADVA73221520179
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-7|EDFA-C-D20-VLGC-DM|1063709052||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73221620057|Free||||1-7|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VLGC-DM|1|7||||CN|||LBADVA73221620057
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-8|4ROADM-C96/0/OPM|1063708327-02||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|225.2.0|N/A|FA72242502716|Free||||1-8|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|8||||RO|||LBADVA72242502716
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-10|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73180520024|Free||||1-10|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|10||||CN|||LBADVA73180520024
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-11|4ROADM-C96/0/OPM|1063708327-02||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|225.2.0|N/A|FA72242502196|Free||||1-11|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|11||||RO|||LBADVA72242502196
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-13|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73180520050|Free||||1-13|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|13||||CN|||LBADVA73180520050
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-14|4ROADM-C96/0/OPM|1063708327-02||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|225.2.0|N/A|FA72242502195|Free||||1-14|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|14||||RO|||LBADVA72242502195
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-16|4ROADM-C96/0/OPM|1063708327-02||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|225.2.0|N/A|FA72242502711|Free||||1-16|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|4ROADM-C96/0/OPM|4ROADM-C96/0/OPM|1|16||||RO|||LBADVA72242502711
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-18|EDFA-C-D20-VGC-DM|1063709051||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|235.3.2|N/A|FA73180520017|Free||||1-18|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|EDFA-DGCV|EDFA-C-D20-VGC-DM|1|18||||CN|||LBADVA73180520017
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-A|NCU-II|1063708412||N/A||N/A|2025-05-28 12:58:35 CEST|2.01|N/A|N/A|FA71133500138|Free||||1-A|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|NCU-II|NCU-II|1|A||||CN|||LBADVA71133500138
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-1-B|SCU-II|1063708423-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.01|215.3.2|N/A|FA72193702744|Free||||1-B|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SCU-II|SCU-II|1|B||||RO|||LBADVA72193702744
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-1-3-NE|SFP/FE/C1510V/SM/LC|1061706193|C1510|N/A||-|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA70193908139|Free||||1-3|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/C|SFP/FE/C1510V/SM/LC|1|3|1|||DE|||LBADVA70193908139
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-1-3-NW|SFP/FE/C1510V/SM/LC|1061706193|C1510|N/A||-|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA70193908129|Free||||1-3|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/C|SFP/FE/C1510V/SM/LC|1|3|2|||DE|||LBADVA70193908129
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-1-4-NE|SFP/FE/C1510V/SM/LC|1061706193|C1510|N/A||-|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA70193908138|Free||||1-4|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/C|SFP/FE/C1510V/SM/LC|1|4|1|||DE|||LBADVA70193908138
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-1-4-NW|SFP/FE/C1510V/SM/LC|1061706193|C1510|N/A||-|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA70193908130|Free||||1-4|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/C|SFP/FE/C1510V/SM/LC|1|4|2|||DE|||LBADVA70193908130
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|PL-1-B-D|SFP/2G5U/1310S/SM/LC|0061705805-02|G1310|N/A||-|2025-05-28 12:58:36 CEST|2.01|N/A|N/A|FA70193902487|Free||||1-B|0|SHELF-1|2.01|FA71180450738|SHELF-1|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|SFP/x/G|SFP/2G5U/1310S/SM/LC|1|B|1|||DE|||LBADVA70193902487
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1||||||||||||||||||0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121||||||IP Address|10.12.17.223|||2|||||CN|||
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-2-1|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71172950253|Free||||2-31|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|2|31||||CN|||LBADVA71172950253
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-2-2|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71172950211|Free||||2-32|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|2|32||||CN|||LBADVA71172950211
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FAN-2-3|FAN/9HU|1042700011||N/A||N/A|2025-05-28 12:58:36 CEST|2.00|N/A|N/A|FA71172950273|Free||||2-33|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|FAN/9HU|FAN/9HU|2|33||||CN|||LBADVA71172950273
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|FCU-2|CEM/9HU|1063708416||N/A||N/A|2025-05-28 12:58:35 CEST|2.00|215.0.1|N/A|FA71171950950|Free||||2-FCU-2|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|CEM/9HU|CEM/9HU|2|FCU-2||||CN|||LBADVA71171950950
N220-N228|N223 (10.12.17.223)|FSP 3000R7|23.5.1|MOD-2-1|PSU/9HU-AC|1040700042-01||N/A||N/A|2025-05-28 12:58:35 CEST|1.02|215.1.0|N/A|FA26170200340|Free||||2-1|0|SHELF-2|2.01|FA71172750381|SHELF-2|SH9HU|SH9HU|2025-05-28 12:58:35 CEST|Assigned|1078700121|In Service|Normal|N/A|||IP Address|10.12.17.223|PSU/9HU-AC|PSU/9HU-AC|2|1||||DE|||LBADVA26170200340
