Customer|ServiceGroup|ConnectivityService|TopLevelService|ServiceName|ServiceAlternateName|LayerProtocol|SupportingNFCs|StartTPNE|EndTPNE|StartTPModuleWorking|StartTPPortWorking|EndTPModuleWorking|EndTPPortWorking|StartTPModuleProtected|StartTPPortProtected|EndTPModuleProtected|EndTPPortProtected|IntermModulesWorking|IntermModulesProtected|Type|AdminState|SetupMode|ProtectionType|Restoration|Remarks|Channel|OpticalChannel|ImpairmentCalculation|ServiceLayer|Reversion|Handover|NICPObject|RingType|RingId|VLANTag|InterconnectedRings|ESATCAStatus|SupervisionEntities|SupportedService|SecureState|StartVLANTag|EndVLANTag|StartTagControl|EndTagControl|IntermVLANIds|StartTermination|EndTermination
Unassigned||DS(ETH-10G-FSR): N223/CH-2-10-C3 --- N222/CH-2-10-C3_Service|DS(ETH-10G-FSR): N223/CH-2-10-C3 --- N222/CH-2-10-C3_Service|DS(ETH-10G-FSR): N223/CH-2-10-C3 --- N222/CH-2-10-C3||DS(ETH-10G-FSR)|9TCE-PCN-NFC_Service|N222|N223|MOD-2-10 (9TCE-PCN-10GU+AES10G-F)|CH-2-10-C3|MOD-2-10 (9TCE-PCN-10GU+AES10G-F)|CH-2-10-C3|||||"N222 (10.12.17.222): PL-2-10-C3 (SFP-G), MOD-2-10 (9TCE-PCN-10GU+AES10G-F), PL-2-10-N3 (SFPT-D), MOD-1-FCU-I1 (96CSM/4HU-#D), MOD-1-9 (EDFA-DGCV), MOD-1-8 (EDFA-DGCV), MOD-1-5 (4ROADM-C96/0/OPM), MOD-1-14 (4ROADM-C96/0/OPM), MOD-1-13 (EDFA-DGCV), MOD-2-4 (OSFM), PL-1-3-NW (SFP-C), MOD-1-3 (OSCM-PN)|N222: OL-3|N223: OL-2|N223 (10.12.17.223): PL-1-4-NE (SFP-C), MOD-1-4 (OSCM-PN), MOD-2-18 (OSFM), MOD-1-18 (EDFA-DGCV), MOD-1-16 (4ROADM-C96/0/OPM), MOD-2-6 (4ROADM-C96/0/OPM), MOD-1-6 (EDFA-DGCV), MOD-1-7 (EDFA-DGCV), MOD-1-FCU-I1 (96CSM/4HU-#D), PL-2-10-N3 (SFPT-D), MOD-2-10 (9TCE-PCN-10GU+AES10G-F), PL-2-10-C3 (SFP-G)"||Ethernet 10G (F10312)|Up|Provision Mode|No Protection|Disabled||||||None|false||||||N/A|||N/A|||||||
